X,Y,OBJECTID,LM_ID,LM_NAME,CATEGORY,LM_TYPE,SDA_CAT,STR_ADDR,UNIT,MUN,PR,POSTAL,PHONE,WEBSITE,Type,ExtDay,WARDNUM,ROPADRID
-8877962.5339,5403094.6673,196,CC-OTH-250,Hearts in Bloom Academy,Social Services,Child Care (Other),Child Care Centre,6785 Millcreek Dr,,Mississauga,ON,L5N 5M4,905-785-2671,https://peelchildcare.cioc.ca/record/CDR0532,Community-Based Non-Profit Centre,No,9,
-8876751.0925,5416280.8899,197,CC-PLP-221,Helen Wilson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,9 Abbey Rd,,Brampton,ON,L5G 1B8,1-866-317-6251,https://peelchildcare.cioc.ca/record/CDR1275,School-Based Centre,Yes,3,55463
-8890236.6647,5432520.5369,198,CC-YMC-075,Herb Campbell (YMCA),Social Services,Child Care (YMCA),Child Care Centre,3749 King St,,Caledon,ON,L0N 1K0,905-857-3531 ext 310,https://peelchildcare.cioc.ca/record/CDR1360,School-Based Centre,Yes,2,79238
-8878837.6242,5429348.2444,199,CC-PLP-234,Hewson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,235 Father Tobin Rd,,Brampton,ON,L6R 0G2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1359,School-Based Centre,Yes,9,296211
-8876981.2956,5410912.9583,200,CC-FDC-006,Hickory Wood (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,630 Ray Lawson Blvd,,Brampton,ON,L6Y 4W8,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0409,School-Based Centre,Yes,4,
-8875309.5808,5423631.4553,201,CC-PLP-151,Hilldale (PLASP),Social Services,Child Care (PLASP),Child Care Centre,100 Hilldale Cres,,Brampton,ON,L6S 2N3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0752,School-Based Centre,Yes,7,278004
-8866205.8551,5389761.2163,202,CC-YMC-080,Hillside (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1290 Kelly Rd,,Mississauga,ON,L5J 3V1,647-920-6883,https://peelchildcare.cioc.ca/record/CDR1427,School-Based Centre,Yes,2,
-8865123.6937,5422960.4445,203,CC-PLP-146,Holy Cross (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3615 Morning Star Dr,,Mississauga,ON,L4T 1Y4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0656,School-Based Centre,Yes,5,95191
-8875102.4258,5445914.1029,204,CC-YMC-033,Holy Family (YMCA),Social Services,Child Care (YMCA),Child Care Centre,61 Allan Dr,,Caledon,ON,L7E 1P7,647-401-5057,https://peelchildcare.cioc.ca/record/CDR0607,School-Based Centre,Yes,5,216847
-8875468.2867,5432175.4013,205,CC-FDC-023,Holy Spirit (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,25 Bloomsbury Ave,,Brampton,ON,L6P 1W9,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0844,School-Based Centre,Yes,10,280340
-8883143.6934,5417341.3474,206,CC-PLP-121,Homestead (PLASP),Social Services,Child Care (PLASP),Child Care Centre,99 Fletchers Creek Blvd,,Brampton,ON,L6X 4T7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0775,School-Based Centre,Yes,5,241372
-8875345.8435,5422404.6872,207,CC-YMC-071,Howden (YMCA),Social Services,Child Care (YMCA),Child Care Centre,150 Howden Blvd,,Brampton,ON,L6S 2G1,905-458-7873,https://peelchildcare.cioc.ca/record/CDR0383,Community-Based Non-Profit Centre,No,7,
-8876349.7331,5448228.9861,208,CC-YMC-024,Humberview (YMCA),Social Services,Child Care (YMCA),Child Care Centre,135 Kingsview Dr,,Caledon,ON,L7E 3V8,416-450-4606,https://peelchildcare.cioc.ca/record/CDR0601,School-Based Centre,No,5,201498
-8867380.8855,5403223.8246,209,CC-PLP-076b,Huntington Ridge (PLASP),Social Services,Child Care (PLASP),Child Care Centre,345 Huntington Ridge Dr,,Mississauga,ON,L5R 1R6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0709,School-Based Centre,Yes,4,90161
-8867378.2064,5403276.8787,210,CC-PLP-076a,Huntington Ridge Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,345 Huntington Ridge Dr,,Mississauga,ON,L5R 1R6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0557,School-Based Centre,No,4,
-8864712.5956,5397457.9767,211,CC-OTH-251,Huron Park Montessori,Social Services,Child Care (Other),Child Care Centre,830 Paisley Blvd W,,Mississauga,ON,L5C 3P5,647-400-1436,https://peelchildcare.cioc.ca/record/CDR0460,Community-Based For-Profit Centre,No,7,84168
-8883683.7431,5412924.7625,212,CC-YMC-034,Ingleborough (YMCA),Social Services,Child Care (YMCA),Child Care Centre,60 Ingleborough Dr,,Brampton,ON,L6S 0X5,905-943-9622 ext 750,https://peelchildcare.cioc.ca/record/CDR1057,School-Based Centre,Yes,5,296039
-8876733.1303,5447918.6793,213,CC-PLP-171,James Bolton (PLASP),Social Services,Child Care (PLASP),Child Care Centre,225 Kingsview Dr,,Caledon,ON,L7E 3X8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0603,School-Based Centre,Yes,5,18056
-8884699.8537,5414949.2351,214,CC-PLP-211,James Potter (PLASP),Social Services,Child Care (PLASP),Child Care Centre,9775 Creditview Rd,,Brampton,ON,L6X 0H7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0787,School-Based Centre,Yes,5,306225
-8858683.3341,5399468.2181,215,CC-PLP-183,Janet McDougald (PLASP),Social Services,Child Care (PLASP),Child Care Centre,498 Hartsdale Ave,,Mississauga,ON,L5G 2G6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1050,School-Based Centre,Yes,1,139170
-8875538.019,5425028.6193,216,CC-PLP-160,Jefferson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,48 Jefferson Rd,,Brampton,ON,L6S 2N9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0756,School-Based Centre,Yes,8,287916
-8866336.0746,5397802.1303,217,CC-OTH-039,Jingbao Bilingual Children's Centre,Social Services,Child Care (Other),Child Care Centre,3195 Erindale Station Rd,,Mississauga,ON,L5C 1Y5,905-848-5332,https://peelchildcare.cioc.ca/record/CDR1140,Community-Based For-Profit Centre,No,6,28643
-8874021.6442,5397586.7521,218,CC-PLP-229,John Fraser Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2665 Erin Centre Blvd,,Mississauga,ON,L5M 5H6,905-819-1890,https://peelchildcare.cioc.ca/record/CDR0558,School-Based Centre,No,9,
-8862671.2137,5392149.2042,219,CC-OTH-015,Junior Scholars Preschool,Social Services,Child Care (Other),Child Care Centre,1400 Lakeshore Rd W,"1,2,3",Mississauga,ON,L5L 2K8,905-823-7575,https://peelchildcare.cioc.ca/record/CDR0573,Community-Based For-Profit Centre,No,2,39624
-8878858.7831,5419594.2572,220,CC-OTH-168,KRT Kiddies Kollege,Social Services,Child Care (Other),Child Care Centre,141 Kennedy Rd N,,Brampton,ON,L6V 1X9,905-459-2300,https://peelchildcare.cioc.ca/record/CDR0411,Community-Based Non-Profit Centre,No,1,86080
-8869943.9996,5393183.4531,221,CC-OTH-019,Kaban Montessori Preschool,Social Services,Child Care (Other),Child Care Centre,2449 Dunwin Dr,,Mississauga,ON,L5L 1T1,905-569-3112,https://peelchildcare.cioc.ca/record/CDR0973,Community-Based For-Profit Centre,Yes,8,324361
-8869941.9499,5393108.438,222,CC-OTH-254,Kaban Montessori School,Social Services,Child Care (Other),Child Care Centre,2465 Dunwin Dr ,"1A,1B",Mississauga,ON,L5L 1T4,905-569-3112,https://peelchildcare.cioc.ca/record/CDR0973,Community-Based For-Profit Centre,No,8,400186
-8873719.4175,5400999.6657,223,CC-OTH-255,Kendellhurst Academy Inc.,Social Services,Child Care (Other),Child Care Centre,175 Queen St S,,Mississauga,ON,L5M 1L2,905-567-1070,https://peelchildcare.cioc.ca/record/CDR0545,Community-Based For-Profit Centre,No,11,248372
-8880671.9908,5421437.3302,224,CC-YMC-067,Kennedy Road North (YMCA),Social Services,Child Care (YMCA),Child Care Centre,9996 Kennedy Rd,,Brampton,ON,L6T 3S1,905-457-6006,https://peelchildcare.cioc.ca/record/CDR0439,Community-Based Non-Profit Centre,No,1,232317
-8860810.1303,5397166.6555,225,CC-YMC-035,Kenollie (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1376 Glenwood Dr,,Mississauga,ON,L5G 2X1,416-509-5200,https://peelchildcare.cioc.ca/record/CDR0834,School-Based Centre,Yes,1,288025
-8884756.8466,5423094.4162,226,CC-OTH-339,Khalsa Day Care,Social Services,Child Care (Other),Child Care Centre,23 Conservation Dr,"9,10",Brampton,ON,L6Z 4R3,905-625-5355,https://peelchildcare.cioc.ca/record/CDR1616,Community-Based For-Profit Centre,No,2,331009
-8888186.8056,5415775.5052,227,CC-OTH-344,Kids & Company - Brampton,Social Services,Child Care (Other),Child Care Centre,75 Dufay Rd,C,Brampton,ON,L7A 4J1,905-843-2261,https://peelchildcare.cioc.ca/record/CDR1653,Community-Based For-Profit Centre,No,6,151408
-8865327.2384,5403293.1554,228,CC-OTH-256,Kids & Company - Robert Speck Parkway,Social Services,Child Care (Other),Child Care Centre,1 Robert Speck Pky,110,Mississauga,ON,L4Z 3M3,905-848-5437,https://peelchildcare.cioc.ca/record/CDR0515,Community-Based For-Profit Centre,No,4,7683
-8871499.7222,5408919.4763,229,CC-OTH-325,Kids & Company Mississauga,Social Services,Child Care (Other),Child Care Centre,85 Prologis Blvd,,Mississauga,ON,L5W 0G4,905-564-9888,https://peelchildcare.cioc.ca/record/CDR1466,Community-Based For-Profit Centre,No,5,405479
-8864016.5429,5402221.7611,230,CC-OTH-078,Kids Palace Nursery School,Social Services,Child Care (Other),Child Care Centre,20 Mississauga Valley Blvd,,Mississauga,ON,L5A 3S1,905-275-3657,https://peelchildcare.cioc.ca/record/CDR0449,Community-Based For-Profit Centre,No,4,32436
-8867519.4961,5391727.9156,231,CC-OTH-012,Kids Zone,Social Services,Child Care (Other),Child Care Centre,2275 Speakman Dr,"4,5",Mississauga,ON,L5K 1B1,905-403-9351,https://peelchildcare.cioc.ca/record/CDR0493,Community-Based For-Profit Centre,No,2,126091
-8877245.6005,5403400.9003,232,CC-OTH-353,Kidtopia Child Care Centre,Social Services,Child Care (Other),Child Care Centre,2233 Argentia Rd,,Mississauga,ON,L5N 2X7,905-858-8181,https://peel.cioc.ca/record/CDR1731,Community-Based For-Profit Centre,No,9,8144
-8864298.2403,5407710.694,233,CC-OTH-351,Kidz Kove Childcare Centre,Social Services,Child Care (Other),Child Care Centre,4870 Tomken Rd,7,Mississauga,ON,L4W 1J8,905-602-6656,https://peelchildcare.cioc.ca/record/CDR1721,Community-Based For-Profit Centre,No,3,257847
-8878746.2921,5403426.5751,234,CC-OTH-093,Kinder Kampus 3,Social Services,Child Care (Other),Child Care Centre,6981 Millcreek Dr ,12,Mississauga,ON,L5N 6B8,905-567-4780,https://peelchildcare.cioc.ca/record/CDR0561,Community-Based For-Profit Centre,No,9,260256
-8865301.5858,5392790.3113,235,CC-OTH-289,Kinder Kids International Preschool,Social Services,Child Care (Other),Child Care Centre,1575 Clarkson Rd N,1,Mississauga,ON,L5J 2X1,905-855-1111,https://peelchildcare.cioc.ca/record/CDR1355,Community-Based For-Profit Centre,No,2,
-8882088.8323,5401153.6357,236,CC-PLP-059,Kindree (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7370 Terragar Blvd,,Mississauga,ON,L5N 7L8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0730,School-Based Centre,Yes,10,248989
-8868446.9619,5433950.5993,237,CC-OTH-294,King Academy Child Care Centre Inc.,Social Services,Child Care (Other),Child Care Centre,225 Castle Oaks Cross,11-13,Brampton,ON,L6P 3X3,905-913-0754,https://peelchildcare.cioc.ca/record/CDR1371,Community-Based For-Profit Centre,No,10,390102
-8879488.7446,5419464.583,238,CC-PLP-126,Kingswood Drive (PLASP),Social Services,Child Care (PLASP),Child Care Centre,235 Kingsview Dr,,Brampton,ON,L6V 3B3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0758,School-Based Centre,Yes,1,60756
-8865072.1821,5390875.4653,239,CC-OTH-304,La Villa Montessori School Inc.,Social Services,Child Care (Other),Child Care Centre,1261 Southdown Rd,,Mississauga,ON,L5J 2Y9,905-822-2223,https://peelchildcare.cioc.ca/record/CDR1393,Community-Based For-Profit Centre,No,2,146597
-8856330.8376,5400407.2564,240,CC-OTH-276,Lakeside Montessori,Social Services,Child Care (Other),Child Care Centre,1079 Lakeshore Rd E,,Mississauga,ON,L5E 1E8,905-891-8332,https://peelchildcare.cioc.ca/record/CDR1143,Community-Based For-Profit Centre,No,1,
-8866321.1518,5421886.1702,241,CC-PLP-231,Lancaster (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7425 Netherwood Rd,,Mississauga,ON,L4T 2N7,905-791-2017,https://peelchildcare.cioc.ca/record/CDR0593,School-Based Centre,Yes,5,
-8877664.1732,5427507.617,242,CC-YMC-020,Larkspur (YMCA),Social Services,Child Care (YMCA),Child Care Centre,111 Larkspur Rd,,Brampton,ON,L6S 1X2,416-716-1352,https://peelchildcare.cioc.ca/record/CDR0845,School-Based Centre,Yes,9,336449
-8867706.498,5429067.8179,243,CC-OTH-359,Laugh & Learn Children Services Inc.,Social Services,Child Care (Other),Child Care Centre,15 Beaumaris Dr,,Brampton,ON,L6T5J6,905-789-8900,https://peel.cioc.ca/record/CDR1780?Number=0,Community-Based For-Profit Centre,No,8,484379
-8863159.3327,5400544.2392,244,CC-OTH-061,Learning Jungle School,Social Services,Child Care (Other),Child Care Centre,78 Agnes St,,Mississauga,ON,L5B 1J7,905-273-7023,https://peelchildcare.cioc.ca/record/CDR0513,Community-Based For-Profit Centre,No,7,219449
-8875372.1414,5422673.5927,245,CC-PLP-141,Lester B. Pearson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,140 Howden Blvd,,Brampton,ON,L6S 2G1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0754,School-Based Centre,Yes,7,300914
-8877454.7229,5407251.7699,246,CC-YMC-036,Levi Creek (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1525 Samuelson Cir,,Mississauga,ON,L5N 7Z1,905-564-9879 ext 7,https://peelchildcare.cioc.ca/record/CDR0862,School-Based Centre,Yes,11,300029
-8870368.6408,5400703.5149,247,CC-OTH-058,Little Angels Christian Child Care - 1,Social Services,Child Care (Other),Child Care Centre,1245 Eglinton Ave W,,Mississauga,ON,L5V 2M4,905-814-7774 ext 278,https://peelchildcare.cioc.ca/record/CDR0538,Community-Based Non-Profit Centre,No,6,
-8875462.3848,5403018.4327,248,CC-OTH-258,Little Angels Christian Child Care - 2,Social Services,Child Care (Other),Child Care Centre,6341 Mississauga Rd,,Mississauga,ON,L5N 1A5,905-567-6800,https://peelchildcare.cioc.ca/record/CDR0863,Community-Based Non-Profit Centre,No,11,
-8879200.7121,5416435.094,249,CC-OTH-333,Little Bloomers Childcare Centre,Social Services,Child Care (Other),Child Care Centre,153 Queen St W,,Brampton,ON,L6Y 1M4,905-499-0789,https://peelchildcare.cioc.ca/record/CDR1602,Community-Based For-Profit Centre,No,3,48892
-8869951.4505,5392321.2876,250,CC-OTH-008,Little Bright Stars,Social Services,Child Care (Other),Child Care Centre,2575 Dundas St W,18,Mississauga,ON,L5K 2M6,905-569-2267,https://peelchildcare.cioc.ca/record/CDR0465,Community-Based For-Profit Centre,No,8,
-8879651.0819,5409052.9334,251,CC-OTH-129,Little Folks Montessori Inc.,Social Services,Child Care (Other),Child Care Centre,1555 Steeles Ave W,,Brampton,ON,L6Y 5J9,905-455-1264,https://peelchildcare.cioc.ca/record/CDR0431,Community-Based For-Profit Centre,No,6,264886
-8859525.8635,5407272.2395,252,CC-OTH-128,Little Folks Montessori Pre-School Inc.,Social Services,Child Care (Other),Child Care Centre,3315 Fieldgate Dr,,Mississauga,ON,L4X 2J3,905-624-6414,https://peelchildcare.cioc.ca/record/CDR0485,Community-Based For-Profit Centre,No,3,97426
-8873838.0631,5401042.6579,253,CC-OTH-063,Little Rascals Preschool,Social Services,Child Care (Other),Child Care Centre,158A Queen St S,,Mississauga,ON,L5M 1K8,905-858-0177,https://peelchildcare.cioc.ca/record/CDR0505,Community-Based For-Profit Centre,No,11,264872
-8886863.9409,5423148.8013,254,CC-OTH-260,Little Stars Daycare,Social Services,Child Care (Other),Child Care Centre,527 Van Kirk Dr ,105,Brampton,ON,L7A 0P4,905-970-0638,https://peelchildcare.cioc.ca/record/CDR0968,Community-Based For-Profit Centre,No,2,158444
-8863254.3614,5400407.7327,255,CC-OTH-057,Little Superstars Montessori & DayCare,Social Services,Child Care (Other),Child Care Centre,3022 Novar Rd,,Mississauga,ON,L5B 1S4,905-232-0059,https://peelchildcare.cioc.ca/record/CDR0488,Community-Based For-Profit Centre,No,7,247531
-8884504.6509,5413518.589,256,CC-PLP-222,Lorenville (PLASP),Social Services,Child Care (PLASP),Child Care Centre,10 Lorenville Dr,,Brampton,ON,L5G 1B8,1-866-317-6251,https://peelchildcare.cioc.ca/record/CDR1274,School-Based Centre,Yes,5,317819
-8864096.548,5394091.3214,257,CC-PLP-013,Lorne Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1325 Indian Rd,,Mississauga,ON,L5H 1S3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0662,School-Based Centre,Yes,2,125871
-8879982.932,5408902.3184,258,CC-OTH-302,Lullaboo Nursery and Child Care - Churchill,Social Services,Child Care (Other),Child Care Centre,8015 Financial Dr,,Brampton,ON,L6Y 0J8,289-410-0111,https://peelchildcare.cioc.ca/record/CDR1389,Community-Based For-Profit Centre,No,4,396099
-8870843.2066,5404577.8564,259,CC-OTH-334,Lullaboo Nursery and Child Care - Heartland,Social Services,Child Care (Other),Child Care Centre,5510 Mavis Rd,,Mississauga,ON,L5V 2X5,289-444-5055,https://peelchildcare.cioc.ca/record/CDR1601,Community-Based For-Profit Centre,No,6,265803
-8877033.448,5395070.6182,260,CC-OTH-261,Lullaboo Nursery and Child Care - Mississauga,Social Services,Child Care (Other),Child Care Centre,5329 Ninth Line,,Mississauga,ON,L5M 5X5,905-936-7162,https://peelchildcare.cioc.ca/record/CDR0886,Community-Based For-Profit Centre,No,10,
-8882368.1981,5412636.9243,261,CC-OTH-320,Lullaboo Nursery and Child Care - Queen,Social Services,Child Care (Other),Child Care Centre,1450 Queen St W,,Brampton,ON,L6X 0B2,289-298-5370,https://peelchildcare.cioc.ca/record/CDR1433,Community-Based For-Profit Centre,No,5,400491
-8872857.2403,5400043.0783,262,CC-OTH-327,Ma Petite Maison Childcare,Social Services,Child Care (French),Child Care Centre,354 Queen St S,,Mississauga,ON,L5M 1M2,416-389-0681,https://peelchildcare.cioc.ca/record/CDR1470,Community-Based For-Profit Centre,No,11,93448
-8890248.0305,5419204.4841,263,CC-PLP-250,Malala Yousafzai P.S. (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1248 Mayfield Rd,,Caledon,ON,L7C 0Y7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1714,School-Based Centre,No,2,206835
-8879019.8096,5402768.2204,264,CC-PLP-072,Maplewood (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2650 Gananoque Dr,,Mississauga,ON,L5N 2R2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0706,School-Based Centre,Yes,9,233692
-8866903.793,5421504.3283,265,CC-PLP-185,Marvin Heights (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7455 Redstone Rd,,Mississauga,ON,L4T 2B3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1052,School-Based Centre,Yes,5,23422
-8863748.5277,5398723.0542,266,CC-YMC-062,Mary Fix (YMCA),Social Services,Child Care (YMCA),Child Care Centre,486 Paisley Blvd W,,Mississauga,ON,L6V 2E7,1-647-298-7345,https://peelchildcare.cioc.ca/record/CDR1291,School-Based Centre,Yes,7,224073
-8877364.563,5424962.7299,267,CC-PLP-159,Massey Street (PLASP),Social Services,Child Care (PLASP),Child Care Centre,95 Massey St,,Brampton,ON,L6S 3A3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0759,School-Based Centre,Yes,7,174342
-8866212.8493,5398162.0337,268,CC-PLP-034,McBride (PLASP),Social Services,Child Care (PLASP),Child Care Centre,974 McBride Ave,,Mississauga,ON,L5C 1L6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0651,School-Based Centre,Yes,6,277595
-8882531.4403,5414746.044,269,CC-PLP-240,McClure (PLASP),Social Services,Child Care (PLASP),Child Care Centre,50 Parity Rd,,Brampton,ON,L6X 5M8,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1441,School-Based Centre,Yes,5,423160
-8878752.254,5416010.184,270,CC-YMC-038,McHugh (YMCA),Social Services,Child Care (YMCA),Child Care Centre,31 Craig St,,Brampton,ON,L6Y 1J2,416-928-9622,https://peelchildcare.cioc.ca/record/CDR0736,School-Based Centre,Yes,3,390972
-8875928.2978,5396192.5406,271,CC-PLP-186,McKinnon (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3270 Tacc Dr,,Mississauga,ON,L5M 0H3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0721,School-Based Centre,Yes,10,291067
-8863643.9213,5397740.1841,272,CC-OTH-290,Meadow Green Preschool,Social Services,Child Care (Other),Child Care Centre,649 Queensway W,,Mississauga,ON,L6R 3G2,905-273-3344,https://peelchildcare.cioc.ca/record/CDR0163,Community-Based For-Profit Centre,No,7,117059
-8879039.559,5400389.4291,273,CC-YMC-057,Meadowvale (YMCA),Social Services,Child Care (YMCA),Child Care Centre,6700 Edenwood Dr,,Mississauga,ON,L5N 3B2,1-416-928-9622,https://peel.cioc.ca/record/CDR1768,School-Based Centre,No,,11607
-8874886.7051,5407970.8566,274,CC-YMC-039,Meadowvale Village (YMCA),Social Services,Child Care (YMCA),Child Care Centre,890 Old Derry Rd W,,Mississauga,ON,L5W 1A1,416-569-7363,https://peelchildcare.cioc.ca/record/CDR0860,School-Based Centre,Yes,11,210662
-8879039.559,5400389.4291,275,CC-YMC-083,Meadowvale YMCA Child Care Centre,Social Services,Child Care (YMCA),Child Care Centre,6700 Edenwood Dr,,Mississauga,ON,L5N3B2,416-928-9622,https://peel.cioc.ca/record/CDR1768?Number=0 ,School-Based Centre,No,9,16266
-8862520.0868,5402629.4374,276,CC-PLP-073,Metropolitan Andrei (PLASP),Social Services,Child Care (PLASP),Child Care Centre,515 Mississauga Valley Blvd,,Mississauga,ON,L5A 3G6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0690,School-Based Centre,Yes,4,267585
-8874635.7173,5398428.1852,277,CC-YMC-008,Middlebury (YMCA),Social Services,Child Care (YMCA),Child Care Centre,5482 Middlebury Dr,,Mississauga,ON,L5M 5E8,905-821-2169,https://peelchildcare.cioc.ca/record/CDR0506,School-Based Centre,Yes,9,289147
-8878623.2645,5401112.6571,278,CC-OTH-356,Mighty Wonders Preschool and Childcare,Social Services,Child Care (Other),Child Care Centre,6945 Meadowvale Town Centre Circle,,Mississauga,ON,L5N 2W7,905-858-5800,https://peelchildcare.cioc.ca/record/CDR1746?Number=7,Community-Based For-Profit Centre,No,9,262903
-8877332.9316,5402995.2083,279,CC-OTH-084,Millcreek Kinder Kampus,Social Services,Child Care (Other),Child Care Centre,6685 Millcreek Dr ,10,Mississauga,ON,L5N 5M5,905-567-1111,https://peelchildcare.cioc.ca/record/CDR0521,Community-Based For-Profit Centre,No,9,400185
-8878371.2743,5399485.2973,280,CC-PLP-042,Miller's Grove (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6325 Miller's Grove,,Mississauga,ON,L5N 3C8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0724,School-Based Centre,Yes,9,13229
-8859392.1915,5398163.8623,281,CC-PLP-035,Mineola (PLASP),Social Services,Child Care (PLASP),Child Care Centre,145 Windy Oaks,,Mississauga,ON,L5G 1Z4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0839,School-Based Centre,Yes,1,396717
-8866592.2096,5389948.0636,282,CC-OTH-005,Mini Skool - A Child's Place Inc.,Social Services,Child Care (Other),Child Care Centre,2501 Truscott Dr,,Mississauga,ON,L5J 2B3,905-823-3000,https://peelchildcare.cioc.ca/record/CDR0666,Community-Based Non-Profit Centre,No,2,32393
-8874026.3311,5422243.1458,283,CC-OTH-188,Mini Skool - Bramalea,Social Services,Child Care (Other),Child Care Centre,27 King's Cross Rd,,Brampton,ON,L6T 3V5,905-792-2230,https://peelchildcare.cioc.ca/record/CDR0384,Community-Based Non-Profit Centre,No,7,172383
-8878157.4135,5418708.455,284,CC-OTH-164,Mini Skool - Brampton,Social Services,Child Care (Other),Child Care Centre,178 Church St E,,Brampton,ON,L6V 1H1,905-457-1248,https://peelchildcare.cioc.ca/record/CDR0438,Community-Based Non-Profit Centre,No,1,56778
-8866049.8797,5389223.1756,285,CC-OTH-003,Mini Skool - Bromsgrove,Social Services,Child Care (Other),Child Care Centre,2488 Bromsgrove Rd,,Mississauga,ON,L5J 1L8,905-823-3000,https://peelchildcare.cioc.ca/record/CDR0567,Community-Based Non-Profit Centre,No,2,39387
-8861455.9758,5403454.2357,286,CC-OTH-101,Mini Skool - Cawthra,Social Services,Child Care (Other),Child Care Centre,3153 Cawthra Rd,,Mississauga,ON,L5A 2X4,905-276-3933,https://peelchildcare.cioc.ca/record/CDR0482,Community-Based Non-Profit Centre,No,3,30101
-8871442.9692,5422032.6246,287,CC-OTH-182,Mini Skool - Clubhouse (106A),Social Services,Child Care (Other),Child Care Centre,723 Balmoral Dr,,Brampton,ON,L6T 1X5,905-793-2230,https://peelchildcare.cioc.ca/record/CDR1454,Community-Based Non-Profit Centre,No,7,176118
-8873127.9732,5421276.8099,288,CC-OTH-182,Mini Skool - Clubhouse (106B),Social Services,Child Care (Other),Child Care Centre,420 Balmoral Dr,,Brampton,ON,L6T 1V9,905-792-2230,https://peelchildcare.cioc.ca/record/CDR0893,Community-Based Non-Profit Centre,No,7,191306
-8880969.6991,5402918.768,289,CC-OTH-082,Mississauga Children Montessori - Crosscurrent Campus,Social Services,Child Care (Other),Child Care Centre,2980 Crosscurrent Dr,"1,2",Mississauga,ON,L5C 7C7,905-785-0144,https://peelchildcare.cioc.ca/record/CDR0560,Community-Based For-Profit Centre,No,9,
-8870301.5492,5400745.9273,290,CC-OTH-317,Mississauga Christian French School,Social Services,Child Care (Other),Child Care Centre,1245 Eglinton Ave W,,Mississauga,ON,L5V 2M4,905-567-4032 ext 243,https://peelchildcare.cioc.ca/record/CDR0926,Community-Based Non-Profit Centre,No,6,140431
-8866006.6819,5401987.2592,291,CC-OTH-074,Mississauga Civic Centre Workplace Day Care,Social Services,Child Care (Other),Child Care Centre,300 City Centre Dr,,Mississauga,ON,L5B 3C1,905-896-5633,https://peelchildcare.cioc.ca/record/CDR0451,Community-Based Non-Profit Centre,No,4,
-8865375.8124,5408495.2251,292,CC-OTH-360,Mississauga East ATCD,Social Services,Child Care (Other),Child Care Centre,977 Panterra Dr,,Mississauga,ON,L4W2T4,905-624-0033,https://peel.cioc.ca/record/CDR1784?Number=0,Community-Based For-Profit Centre,No,5,22637
-8872855.6743,5392133.7685,293,CC-YMC-066,Mississauga Ridgeway (YMCA),Social Services,Child Care (YMCA),Child Care Centre,3595 Ridgeway Dr,,Mississauga,ON,L5L 5T4,905-607-0518,https://peelchildcare.cioc.ca/record/CDR0470,Community-Based Non-Profit Centre,No,8,281962
